yourlist:M201912106746803381A1F0E0DB47453E0216320D314B872,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
KLHL7,A0A024RA10,A0A024RA10_HUMAN,unreviewed,"Kelch-like 7 (Drosophila), isoform CRA_a",KLHL7 hCG_1788751,Homo sapiens (Human),564
KLHL7,E5RFN1,E5RFN1_HUMAN,unreviewed,Kelch-like protein 7,KLHL7,Homo sapiens (Human),40
KLHL7,H7C259,H7C259_HUMAN,unreviewed,Kelch-like protein 7 (Fragment),KLHL7,Homo sapiens (Human),93
KLHL7,Q8IXQ5,KLHL7_HUMAN,reviewed,Kelch-like protein 7,KLHL7,Homo sapiens (Human),586
DFNA5,A0A024RA58,A0A024RA58_HUMAN,unreviewed,"Deafness, autosomal dominant 5, isoform CRA_a",DFNA5 hCG_38835,Homo sapiens (Human),496
DFNA5,A4FTY0,A4FTY0_HUMAN,unreviewed,"Deafness, autosomal dominant 5",DFNA5,Homo sapiens (Human),496
DFNA5,A4FVA8,A4FVA8_HUMAN,unreviewed,DFNA5 protein (Fragment),DFNA5,Homo sapiens (Human),437
DFNA5,O60443,GSDME_HUMAN,reviewed,"Gasdermin-E (Inversely correlated with estrogen receptor expression 1) (ICERE-1) (Non-syndromic hearing impairment protein 5) [Cleaved into: Gasdermin-E, N-terminal (GSDME-NT); Gasdermin-E, C-terminal (GSDME-CT)]",GSDME DFNA5 ICERE1,Homo sapiens (Human),496
CYCS,C9JFR7,C9JFR7_HUMAN,unreviewed,Cytochrome c (Fragment),CYCS,Homo sapiens (Human),101
CYCS,G4XXL9,G4XXL9_HUMAN,unreviewed,"Cytochrome c (Cytochrome c, somatic, isoform CRA_a)",CYCS hCG_2009955,Homo sapiens (Human),105
CYCS,P99999,CYC_HUMAN,reviewed,Cytochrome c,CYCS CYC,Homo sapiens (Human),105
HNRNPA2B1,A0A087WUI2,A0A087WUI2_HUMAN,unreviewed,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,Homo sapiens (Human),261
HNRNPA2B1,I6L957,I6L957_HUMAN,unreviewed,HNRNPA2B1 protein,HNRNPA2B1,Homo sapiens (Human),249
HNRNPA2B1,P22626,ROA2_HUMAN,reviewed,Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1),HNRNPA2B1 HNRPA2B1,Homo sapiens (Human),353
FKBP14,A0A090N7V8,A0A090N7V8_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8),FKBP14 hCG_38314 tcag7.681,Homo sapiens (Human),211
FKBP14,F8WBZ0,F8WBZ0_HUMAN,unreviewed,Peptidyl-prolyl cis-trans isomerase FKBP14,FKBP14,Homo sapiens (Human),66
FKBP14,H7C1Z9,H7C1Z9_HUMAN,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8) (Fragment),FKBP14,Homo sapiens (Human),89
FKBP14,Q9NWM8,FKB14_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (22 kDa FK506-binding protein) (22 kDa FKBP) (FKBP-22) (FK506-binding protein 14) (FKBP-14) (Rotamase),FKBP14 FKBP22 UNQ322/PRO381,Homo sapiens (Human),211
GARS,A0A090N8G0,A0A090N8G0_HUMAN,unreviewed,Glycyl-tRNA synthetase,GARS tcag7.674,Homo sapiens (Human),685
GARS,P41250,GARS_HUMAN,reviewed,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),GARS1 GARS,Homo sapiens (Human),739
GARS,Q75MN1,Q75MN1_HUMAN,unreviewed,Uncharacterized protein GARS (Fragment),GARS,Homo sapiens (Human),98
GHRHR,A0A090N8Y6,A0A090N8Y6_HUMAN,unreviewed,"Growth hormone releasing hormone receptor, isoform CRA_e",GHRHR hCG_37325 tcag7.683,Homo sapiens (Human),423
GHRHR,A0A1B0H7U2,A0A1B0H7U2_HUMAN,unreviewed,Growth hormone releasing hormone receptor variant 1,GHRHR,Homo sapiens (Human),400
GHRHR,A0A1B0H834,A0A1B0H834_HUMAN,unreviewed,Growth hormone releasing hormone receptor variant 2,GHRHR,Homo sapiens (Human),416
GHRHR,A0A1C6ZRW0,A0A1C6ZRW0_HUMAN,unreviewed,Growth hormone releasing hormone receptor variant 4,GHRHR,Homo sapiens (Human),184
GHRHR,Q02643,GHRHR_HUMAN,reviewed,Growth hormone-releasing hormone receptor (GHRH receptor) (Growth hormone-releasing factor receptor) (GRF receptor) (GRFR),GHRHR,Homo sapiens (Human),423
GHRHR,Q8N6C4,Q8N6C4_HUMAN,unreviewed,Growth hormone releasing hormone receptor pituitary splice variant (Growth hormone-releasing hormone receptor),GHRHR GHRHRpsv,Homo sapiens (Human),207
GHRHR,Q9HB42,Q9HB42_HUMAN,unreviewed,"GHRH receptor splice variant 4 (Growth hormone releasing hormone receptor, isoform CRA_c) (Growth hormone-releasing hormone receptor)",GHRHR hCG_37325,Homo sapiens (Human),68
GHRHR,Q9HB43,Q9HB43_HUMAN,unreviewed,"GHRH receptor splice variant 3 (Growth hormone releasing hormone receptor, isoform CRA_a) (Growth hormone-releasing hormone receptor)",GHRHR hCG_37325,Homo sapiens (Human),151
GHRHR,Q9HB44,Q9HB44_HUMAN,unreviewed,GHRH receptor splice variant 2 (Growth hormone-releasing hormone receptor),GHRHR,Homo sapiens (Human),145
GHRHR,Q9HB45,Q9HB45_HUMAN,unreviewed,"GHRH receptor splice variant 1 (Growth hormone releasing hormone receptor variant 3) (Growth hormone releasing hormone receptor, isoform CRA_b) (Growth hormone-releasing hormone receptor)",GHRHR hCG_37325,Homo sapiens (Human),359
RP9,A0A090N8Z0,A0A090N8Z0_HUMAN,unreviewed,"Retinitis pigmentosa 9 (Autosomal dominant) (Retinitis pigmentosa 9 (Autosomal dominant), isoform CRA_b)",RP9 hCG_1778622 tcag7.1210,Homo sapiens (Human),221
RP9,C9J6V2,C9J6V2_HUMAN,unreviewed,Retinitis pigmentosa 9 protein (Fragment),RP9,Homo sapiens (Human),166
RP9,Q8TA86,RP9_HUMAN,reviewed,Retinitis pigmentosa 9 protein (Pim-1-associated protein) (PAP-1),RP9,Homo sapiens (Human),221
BBS9,A0A0D9SEP0,A0A0D9SEP0_HUMAN,unreviewed,Protein PTHB1 (Fragment),BBS9,Homo sapiens (Human),183
BBS9,C9JJ08,C9JJ08_HUMAN,unreviewed,Protein PTHB1 (Fragment),BBS9,Homo sapiens (Human),97
BBS9,C9JRR5,C9JRR5_HUMAN,unreviewed,Protein PTHB1 (Fragment),BBS9,Homo sapiens (Human),146
BBS9,F8WCG5,F8WCG5_HUMAN,unreviewed,Protein PTHB1,BBS9,Homo sapiens (Human),460
BBS9,H7BZ69,H7BZ69_HUMAN,unreviewed,Protein PTHB1 (Fragment),BBS9,Homo sapiens (Human),454
BBS9,Q3SYG4,PTHB1_HUMAN,reviewed,Protein PTHB1 (Bardet-Biedl syndrome 9 protein) (Parathyroid hormone-responsive B1 gene protein),BBS9 PTHB1,Homo sapiens (Human),887
NME8,C9JG62,C9JG62_HUMAN,unreviewed,Thioredoxin domain-containing protein 3 (Fragment),NME8,Homo sapiens (Human),150
NME8,C9JIT0,C9JIT0_HUMAN,unreviewed,Thioredoxin domain-containing protein 3 (Fragment),NME8,Homo sapiens (Human),115
NME8,F8WEA2,F8WEA2_HUMAN,unreviewed,Thioredoxin domain-containing protein 3,NME8,Homo sapiens (Human),54
NME8,Q8N427,TXND3_HUMAN,reviewed,Thioredoxin domain-containing protein 3 (NM23-H8) (NME/NM23 family member 8) (Spermatid-specific thioredoxin-2) (Sptrx-2),NME8 SPTRX2 TXNDC3,Homo sapiens (Human),588
CDK13,A0A087X209,A0A087X209_HUMAN,unreviewed,Cyclin-dependent kinase 13,CDK13,Homo sapiens (Human),418
CDK13,A0A2R8Y4Z0,A0A2R8Y4Z0_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),1308
CDK13,A0A2R8Y644,A0A2R8Y644_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),239
CDK13,A0A2R8Y7W5,A0A2R8Y7W5_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),1099
CDK13,A0A2R8Y7Y0,A0A2R8Y7Y0_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),257
CDK13,A0A2R8YCQ1,A0A2R8YCQ1_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),288
CDK13,A0A2R8YD28,A0A2R8YD28_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),456
CDK13,A0A2R8YEB7,A0A2R8YEB7_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),143
CDK13,A0A2R8YF61,A0A2R8YF61_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),915
CDK13,A0A2R8YFE7,A0A2R8YFE7_HUMAN,unreviewed,Cyclin-dependent kinase 13 (Fragment),CDK13,Homo sapiens (Human),279
CDK13,Q14004,CDK13_HUMAN,reviewed,Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller),CDK13 CDC2L CDC2L5 CHED KIAA1791,Homo sapiens (Human),1512
CDK13,Q9BVE2,Q9BVE2_HUMAN,unreviewed,CDC2L5 protein (Cyclin-dependent kinase 13),CDK13,Homo sapiens (Human),324
GLI3,A0A024RA92,A0A024RA92_HUMAN,unreviewed,"GLI-Kruppel family member GLI3 (Greig cephalopolysyndactyly syndrome), isoform CRA_a",GLI3 hCG_17268,Homo sapiens (Human),1580
GLI3,A0A2R8Y6R3,A0A2R8Y6R3_HUMAN,unreviewed,Transcriptional activator GLI3,GLI3,Homo sapiens (Human),70
GLI3,A0A2R8Y723,A0A2R8Y723_HUMAN,unreviewed,Transcriptional activator GLI3,GLI3,Homo sapiens (Human),79
GLI3,A0A2R8YGX0,A0A2R8YGX0_HUMAN,unreviewed,Transcriptional activator GLI3,GLI3,Homo sapiens (Human),1521
GLI3,C9J9N4,C9J9N4_HUMAN,unreviewed,Transcriptional activator GLI3 (Fragment),GLI3,Homo sapiens (Human),180
GLI3,F8WEV4,F8WEV4_HUMAN,unreviewed,Transcriptional activator GLI3,GLI3,Homo sapiens (Human),96
GLI3,P10071,GLI3_HUMAN,reviewed,Transcriptional activator GLI3 (GLI3 form of 190 kDa) (GLI3-190) (GLI3 full-length protein) (GLI3FL) [Cleaved into: Transcriptional repressor GLI3R (GLI3 C-terminally truncated form) (GLI3 form of 83 kDa) (GLI3-83)],GLI3,Homo sapiens (Human),1580
PGAM2,A4D2J6,A4D2J6_HUMAN,unreviewed,Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4),PGAM2 tcag7.794,Homo sapiens (Human),252
PGAM2,P15259,PGAM2_HUMAN,reviewed,Phosphoglycerate mutase 2 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 2) (Muscle-specific phosphoglycerate mutase) (Phosphoglycerate mutase isozyme M) (PGAM-M),PGAM2 PGAMM,Homo sapiens (Human),253
GCK,A7LFL1,A7LFL1_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-),GCK,Homo sapiens (Human),465
GCK,C9JQD1,C9JQD1_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-),GCK,Homo sapiens (Human),448
GCK,H7BXV0,H7BXV0_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),149
GCK,L0HBA3,L0HBA3_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),51
GCK,M4PPE1,M4PPE1_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4PPE6,M4PPE6_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),51
GCK,M4PPI4,M4PPI4_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4PPI9,M4PPI9_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4PS72,M4PS72_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4PS76,M4PS76_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4PS83,M4PS83_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),51
GCK,M4PT45,M4PT45_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4Q000,M4Q000_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4Q005,M4Q005_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),71
GCK,M4Q009,M4Q009_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-) (Fragment),GCK,Homo sapiens (Human),51
GCK,P35557,HXK4_HUMAN,reviewed,Hexokinase-4 (HK4) (EC 2.7.1.1) (Glucokinase) (Hexokinase type IV) (HK IV) (Hexokinase-D),GCK,Homo sapiens (Human),465
GCK,Q12851,M4K2_HUMAN,reviewed,Mitogen-activated protein kinase kinase kinase kinase 2 (EC 2.7.11.1) (B lymphocyte serine/threonine-protein kinase) (Germinal center kinase) (GC kinase) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein),MAP4K2 GCK RAB8IP,Homo sapiens (Human),820
GCK,Q53Y25,Q53Y25_HUMAN,unreviewed,Phosphotransferase (EC 2.7.1.-),GCK hCG_1745191 tcag7.801,Homo sapiens (Human),465
CCM2,A0A0A0MT72,A0A0A0MT72_HUMAN,unreviewed,Cerebral cavernous malformations 2 protein,CCM2,Homo sapiens (Human),438
CCM2,A0A3B3IRS0,A0A3B3IRS0_HUMAN,unreviewed,Cerebral cavernous malformations 2 protein,CCM2,Homo sapiens (Human),256
CCM2,C9JUH3,C9JUH3_HUMAN,unreviewed,Cerebral cavernous malformations 2 protein,CCM2,Homo sapiens (Human),347
CCM2,E9PEC4,E9PEC4_HUMAN,unreviewed,Cerebral cavernous malformations 2 protein,CCM2,Homo sapiens (Human),271
CCM2,H7C516,H7C516_HUMAN,unreviewed,Cerebral cavernous malformations 2 protein (Fragment),CCM2,Homo sapiens (Human),135
CCM2,Q6P456,Q6P456_HUMAN,unreviewed,CCM2 protein,CCM2,Homo sapiens (Human),71
CCM2,Q9BSQ5,CCM2_HUMAN,reviewed,Cerebral cavernous malformations 2 protein (Malcavernin),CCM2 C7orf22 PP10187,Homo sapiens (Human),444
DDC,A0A087WU57,A0A087WU57_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase,DDC,Homo sapiens (Human),432
DDC,A0A087WV24,A0A087WV24_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase,DDC,Homo sapiens (Human),442
DDC,A0A0S2Z3N4,A0A0S2Z3N4_HUMAN,unreviewed,Dopa decarboxylase isoform 1 (Fragment),DDC,Homo sapiens (Human),480
DDC,A0A0S2Z3P0,A0A0S2Z3P0_HUMAN,unreviewed,Dopa decarboxylase isoform 2 (Fragment),DDC,Homo sapiens (Human),87
DDC,A0A3Q7ZYN3,A0A3Q7ZYN3_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 20 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),371
DDC,A0A3Q7ZZY9,A0A3Q7ZZY9_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 18 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),323
DDC,A0A3Q7ZZZ2,A0A3Q7ZZZ2_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 7 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),483
DDC,A0A3Q7ZZZ7,A0A3Q7ZZZ7_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 26 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),287
DDC,A0A3Q8A018,A0A3Q8A018_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 22 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),375
DDC,A0A3Q8A2K4,A0A3Q8A2K4_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 14 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),360
DDC,A0A3Q8A2L5,A0A3Q8A2L5_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 32 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),400
DDC,A0A3Q8A2M4,A0A3Q8A2M4_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 16 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),401
DDC,A0A3Q8A2N0,A0A3Q8A2N0_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 37 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),240
DDC,A0A3S5WLQ3,A0A3S5WLQ3_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 17 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),363
DDC,A0A3S5WLQ6,A0A3S5WLQ6_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 33 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),362
DDC,A0A3S5X9H4,A0A3S5X9H4_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 15 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),320
DDC,A0A3S5X9H5,A0A3S5X9H5_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 28 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),330
DDC,A0A3S5X9H9,A0A3S5X9H9_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 30 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),378
DDC,A0A3S5X9I4,A0A3S5X9I4_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 8 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),405
DDC,A0A3S5X9I6,A0A3S5X9I6_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 38 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),202
DDC,A0A3S5XFR7,A0A3S5XFR7_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 9 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),357
DDC,A0A3S6CJ90,A0A3S6CJ90_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 11 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),408
DDC,A0A3S6CJ93,A0A3S6CJ93_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 31 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),338
DDC,A0A3S6CLD8,A0A3S6CLD8_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 21 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),413
DDC,A0A3S6CLE2,A0A3S6CLE2_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 39 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),273
DDC,A0A3S6CN46,A0A3S6CN46_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 23 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),335
DDC,A0A3S6CN52,A0A3S6CN52_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 40 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),235
DDC,A0A3S6CPK2,A0A3S6CPK2_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 27 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),368
DDC,A0A3S6CPU7,A0A3S6CPU7_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 19 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),411
DDC,A0A3S6CPV2,A0A3S6CPV2_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 36 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),274
DDC,A0A3S6CS67,A0A3S6CS67_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 10 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),446
DDC,A0A3S6CS78,A0A3S6CS78_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 29 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),290
DDC,A0A3S6CVP2,A0A3S6CVP2_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 12 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),368
DDC,A0A3S6CVQ1,A0A3S6CVQ1_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 34 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),352
DDC,A0A3S6CYS1,A0A3S6CYS1_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 25 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),327
DDC,A0A3S6D691,A0A3S6D691_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 13 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),398
DDC,A0A3S6D699,A0A3S6D699_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 35 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),314
DDC,A0A3S7HNV4,A0A3S7HNV4_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase isoform 24 (EC 4.1.1.28),DDC AADC,Homo sapiens (Human),365
DDC,A0A5C0B7Z4,A0A5C0B7Z4_HUMAN,unreviewed,Dopa decarboxylase transcript variant 11 (Dopa decarboxylase transcript variant 18),DDC AADC,Homo sapiens (Human),304
DDC,A0A5C0B869,A0A5C0B869_HUMAN,unreviewed,Dopa decarboxylase transcript variant 15 (Dopa decarboxylase transcript variant 21),DDC AADC,Homo sapiens (Human),218
DDC,A0A5C0B937,A0A5C0B937_HUMAN,unreviewed,Dopa decarboxylase transcript variant 12 (Dopa decarboxylase transcript variant 19),DDC AADC,Homo sapiens (Human),266
DDC,A0A5C0BAW3,A0A5C0BAW3_HUMAN,unreviewed,Dopa decarboxylase transcript variant 13,DDC AADC,Homo sapiens (Human),226
DDC,A0A5C0BC39,A0A5C0BC39_HUMAN,unreviewed,Dopa decarboxylase transcript variant 14 (Dopa decarboxylase transcript variant 20),DDC AADC,Homo sapiens (Human),256
DDC,C9JMP0,C9JMP0_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase (Fragment),DDC,Homo sapiens (Human),30
DDC,F8WER1,F8WER1_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase,DDC,Homo sapiens (Human),229
DDC,H7BZF7,H7BZF7_HUMAN,unreviewed,Aromatic-L-amino-acid decarboxylase (Fragment),DDC,Homo sapiens (Human),361
DDC,P20711,DDC_HUMAN,reviewed,Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC),DDC AADC,Homo sapiens (Human),480
DDC,Q53Y41,Q53Y41_HUMAN,unreviewed,"Dopa decarboxylase (Aromatic L-amino acid decarboxylase) (Dopa decarboxylase (Aromatic L-amino acid decarboxylase), isoform CRA_a)",DDC hCG_1811384 tcag7.584,Homo sapiens (Human),480
DDC,Q6IBS8,Q6IBS8_HUMAN,unreviewed,DDC protein,DDC,Homo sapiens (Human),480
EGFR,A0A068JCC9,A0A068JCC9_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),33
EGFR,A0A068JD88,A0A068JD88_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),52
EGFR,A0A1W2PRR9,A0A1W2PRR9_HUMAN,unreviewed,Epidermal growth factor receptor,EGFR,Homo sapiens (Human),464
EGFR,A0A1Y0DMK7,A0A1Y0DMK7_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),47
EGFR,A2VCQ7,A2VCQ7_HUMAN,unreviewed,EGFR protein (Fragment),EGFR,Homo sapiens (Human),388
EGFR,A7VMV4,A7VMV4_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),25
EGFR,A7VN05,A7VN05_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),29
EGFR,A7VN06,A7VN06_HUMAN,unreviewed,Epidermal growth factor receptor (Epidermal growth factor receptor tyrosine kinase domain) (Fragment),EGFR,Homo sapiens (Human),28
EGFR,A7VN07,A7VN07_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),27
EGFR,B6RC65,B6RC65_HUMAN,unreviewed,Epidermal growth factor receptor variant EX12_14del (Fragment),EGFR,Homo sapiens (Human),137
EGFR,B6RC66,B6RC66_HUMAN,unreviewed,Epidermal growth factor receptor variant EX12_15del (Fragment),EGFR,Homo sapiens (Human),85
EGFR,C9JYS6,C9JYS6_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),128
EGFR,E2I6F5,E2I6F5_HUMAN,unreviewed,Epidermal growth factor receptor variant (EC 2.7.10.1) (Fragment),EGFR,Homo sapiens (Human),80
EGFR,E7BSV0,E7BSV0_HUMAN,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,Homo sapiens (Human),1136
EGFR,E9PFD7,E9PFD7_HUMAN,unreviewed,Receptor protein-tyrosine kinase (EC 2.7.10.1),EGFR,Homo sapiens (Human),1165
EGFR,F1JTL6,F1JTL6_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),136
EGFR,G9MC26,G9MC26_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),64
EGFR,G9MC81,G9MC81_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),28
EGFR,I3WA68,I3WA68_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),191
EGFR,I3WA72,I3WA72_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),188
EGFR,I3WA73,I3WA73_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),183
EGFR,L0R6G1,L0R6G1_HUMAN,unreviewed,Alternative protein EGFR,EGFR,Homo sapiens (Human),49
EGFR,P00533,EGFR_HUMAN,reviewed,Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1),EGFR ERBB ERBB1 HER1,Homo sapiens (Human),1210
EGFR,Q147T7,Q147T7_HUMAN,unreviewed,EGFR protein,EGFR,Homo sapiens (Human),464
EGFR,Q30BI0,Q30BI0_HUMAN,unreviewed,Epidermal growth factor receptor (Fragment),EGFR,Homo sapiens (Human),33
